entitlement_id,cust_id,product_id,units_purchased,licensed_amount,start_date,end_date,contract_type,currency,fx_rate_to_usd,is_unlimited
E00302,C0031,P0090,50,2400.0,2025-04-01,2026-03-31,New,USD,1.0,False
E00303,C0078,P0288,2500,300000.0,2025-04-01,2026-03-31,New,USD,1.0,False
E00304,C0049,P0470,2500,60000.0,2025-02-01,2026-01-31,New,USD,1.0,False
E00305,C0066,P0474,500,60000.0,2025-08-01,2026-07-31,Renewal,USD,1.0,False
E00306,C0055,P0158,500,6000.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00307,C0085,P0290,25,600.0,2024-12-01,2025-11-30,New,USD,1.0,False
E00308,C0056,P0385,250,12000.0,2025-06-01,2026-05-31,Renewal,USD,1.0,False
E00309,C0015,P0334,500,60000.0,2025-07-01,2026-06-30,Renewal,USD,1.0,False
E00310,C0007,P0018,100,4800.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00311,C0096,P0331,10,240.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00312,C0050,P0309,50,1200.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00313,C0062,P0301,1000,12000.0,2025-01-01,2025-12-31,Renewal,USD,1.0,False
E00314,C0085,P0219,1000,48000.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00315,C0024,P0376,1000,120000.0,2025-08-01,2026-07-31,Renewal,USD,1.0,False
E00316,C0089,P0294,25,1200.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00317,C0019,P0204,100,4800.0,2025-04-01,2026-03-31,New,GBP,1.27,False
E00318,C0080,P0036,2500,300000.0,2025-02-01,2026-01-31,Renewal,USD,1.0,False
E00319,C0044,P0088,250,6000.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00320,C0054,P0094,50,600.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00321,C0035,P0384,50,1200.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00322,C0070,P0447,250,30000.0,2025-03-01,2026-02-28,New,GBP,1.27,False
E00323,C0080,P0086,25,300.0,2025-09-01,2026-08-31,New,EUR,1.09,False
E00324,C0088,P0176,25,300.0,2025-06-01,2026-05-31,Renewal,USD,1.0,False
E00325,C0033,P0052,2500,30000.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00326,C0098,P0268,10,120.0,2024-12-01,2025-11-30,New,USD,1.0,False
E00327,C0065,P0243,250,12000.0,2025-08-01,2026-07-31,Renewal,GBP,1.27,False
E00328,C0061,P0176,500,24000.0,2025-05-01,2026-04-30,Renewal,USD,1.0,False
E00329,C0031,P0030,1000,48000.0,2025-05-01,2026-04-30,Renewal,USD,1.0,False
E00330,C0019,P0358,10,1200.0,2025-01-01,2025-12-31,Renewal,USD,1.0,False
E00331,C0076,P0445,10,480.0,2025-02-01,2025-07-01,Renewal,USD,1.0,False
E00332,C0026,P0352,500,60000.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00333,C0063,P0327,100,4800.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00334,C0063,P0377,10,480.0,2025-05-01,2026-04-30,Renewal,GBP,1.27,False
E00335,C0082,P0314,2500,30000.0,2025-03-01,2026-02-28,New,USD,1.0,False
E00336,C0027,P0151,25,600.0,2025-07-01,2026-06-30,Renewal,USD,1.0,False
E00337,C0037,P0408,10,120.0,2025-08-01,2026-07-31,New,USD,1.0,False
E00338,C0001,P0229,2500,30000.0,2025-10-01,2026-09-30,Renewal,USD,1.0,False
E00339,C0001,P0088,100,1200.0,2025-08-01,2026-07-31,New,USD,1.0,False
E00340,C0092,P0476,10,480.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00341,C0030,P0341,100,12000.0,2025-04-01,2026-03-31,Renewal,USD,1.0,False
E00342,C0051,P0473,25,3000.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00343,C0033,P0478,500,6000.0,2025-11-01,2026-10-31,Renewal,EUR,1.09,False
E00344,C0074,P0402,1000,120000.0,2025-06-01,2026-05-31,Renewal,USD,1.0,False
E00345,C0091,P0045,250,3000.0,2025-03-01,2026-02-28,New,USD,1.0,False
E00346,C0003,P0060,100,4800.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00347,C0033,P0001,1000,48000.0,2025-05-01,2026-04-30,New,USD,1.0,False
E00348,C0017,P0217,100,4800.0,2025-08-01,2026-07-31,Renewal,EUR,1.09,False
E00349,C0012,P0309,50,1200.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00350,C0098,P0418,2500,120000.0,2024-12-01,2025-11-30,Renewal,USD,1.0,False
E00351,C0087,P0146,2500,60000.0,2025-07-01,2026-06-30,Renewal,USD,1.0,False
E00352,C0042,P0159,10,120.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00353,C0098,P0111,2500,300000.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00354,C0086,P0171,10,240.0,2025-06-01,2026-05-31,Renewal,GBP,1.27,False
E00355,C0028,P0027,100,2400.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00356,C0087,P0418,1000,24000.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00357,C0071,P0348,1000,120000.0,2025-08-01,2026-07-31,Renewal,USD,1.0,False
E00358,C0013,P0373,1000,48000.0,2025-06-01,2026-05-31,New,USD,1.0,False
E00359,C0048,P0166,1000,12000.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00360,C0025,P0084,250,6000.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00361,C0016,P0108,250,6000.0,2025-07-01,2026-06-30,Renewal,EUR,1.09,False
E00362,C0052,P0439,10,120.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00363,C0060,P0219,1000,24000.0,2025-02-01,2026-01-31,Renewal,GBP,1.27,False
E00364,C0050,P0092,500,6000.0,2025-01-01,2025-12-31,New,GBP,1.27,False
E00365,C0032,P0497,500,12000.0,2025-08-01,2026-07-31,Renewal,USD,1.0,False
E00366,C0035,P0124,100,12000.0,2025-06-01,2026-05-31,Renewal,USD,1.0,False
E00367,C0033,P0193,50,600.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00368,C0036,P0335,1000,120000.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00369,C0013,P0251,25,600.0,2025-01-01,2025-12-31,New,USD,1.0,False
E00370,C0022,P0382,2500,30000.0,2025-09-01,2026-08-31,Renewal,USD,1.0,False
E00371,C0026,P0331,1000,120000.0,2025-02-01,2026-01-31,New,USD,1.0,False
E00372,C0002,P0366,25,600.0,2025-02-01,2026-01-31,New,USD,1.0,False
E00373,C0092,P0419,10,1200.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00374,C0093,P0107,25,300.0,2025-09-01,2026-08-31,New,USD,1.0,False
E00375,C0012,P0229,50,2400.0,2025-09-01,2026-08-31,New,USD,1.0,False
E00376,C0008,P0045,100,4800.0,2025-02-01,2026-01-31,Renewal,USD,1.0,False
E00377,C0044,P0260,25,1200.0,2024-12-01,2025-11-30,New,GBP,1.27,False
E00378,C0068,P0484,50,600.0,2025-08-01,2026-07-31,New,USD,1.0,False
E00379,C0081,P0228,250,6000.0,2024-12-01,2025-11-30,Renewal,USD,1.0,False
E00380,C0011,P0181,500,12000.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00381,C0058,P0097,10,240.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00382,C0088,P0111,50,2400.0,2025-03-01,2026-02-28,New,USD,1.0,False
E00383,C0035,P0131,1000,48000.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00384,C0006,P0484,1000,48000.0,2025-02-01,2026-01-31,Renewal,USD,1.0,False
E00385,C0019,P0037,50,2400.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00386,C0034,P0289,100,2400.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00387,C0008,P0223,500,60000.0,2025-02-01,2026-01-31,New,GBP,1.27,False
E00388,C0074,P0064,100,1200.0,2025-09-01,2026-08-31,Renewal,USD,1.0,False
E00389,C0082,P0046,25,1200.0,2025-06-01,2026-05-31,Renewal,USD,1.0,False
E00390,C0083,P0116,50,2400.0,2025-04-01,2026-03-31,New,EUR,1.09,False
E00391,C0004,P0054,100,1200.0,2025-06-01,2026-05-31,New,USD,1.0,False
E00392,C0005,P0414,250,30000.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00393,C0020,P0312,250,3000.0,2025-05-01,2026-04-30,Renewal,USD,1.0,False
E00394,C0007,P0200,500,12000.0,2025-02-01,2026-01-31,New,GBP,1.27,False
E00395,C0039,P0066,1000,,2025-11-01,2026-10-31,New,USD,1.0,True
E00396,C0073,P0074,50,6000.0,2025-08-01,2026-07-31,Renewal,USD,1.0,False
E00397,C0014,P0328,10,480.0,2025-04-01,2026-03-31,Renewal,EUR,1.09,False
E00398,C0023,P0094,1000,120000.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00399,C0036,P0220,250,6000.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00400,C0022,P0161,250,,2025-01-01,2025-12-31,Renewal,USD,1.0,True
E00401,C0053,P0085,100,1200.0,2025-01-01,2025-12-31,New,GBP,1.27,False
E00402,C0039,P0006,2500,300000.0,2025-04-01,2026-03-31,Renewal,EUR,1.09,False
E00403,C0092,P0264,50,600.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00404,C0025,P0382,100,1200.0,2025-09-01,2026-08-31,Renewal,EUR,1.09,False
E00405,C0099,P0379,500,6000.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00406,C0022,P0188,100,2400.0,2025-02-01,2026-01-31,Renewal,USD,1.0,False
E00407,C0027,P0088,1000,48000.0,2024-12-01,2025-11-30,Renewal,USD,1.0,False
E00408,C0021,P0436,100,1200.0,2025-05-01,2026-04-30,New,EUR,1.09,False
E00409,C0009,P0002,250,30000.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00410,C0005,P0457,10,1200.0,2025-04-01,2026-03-31,New,GBP,1.27,False
E00411,C0052,P0182,2500,30000.0,2024-12-01,2025-11-30,New,USD,1.0,False
E00412,C0090,P0005,50,600.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00413,C0030,P0461,25,600.0,2025-03-01,2026-02-28,New,USD,1.0,False
E00414,C0059,P0337,10,480.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00415,C0085,P0220,500,,2025-06-01,2026-05-31,Renewal,USD,1.0,True
E00416,C0090,P0337,25,3000.0,2025-04-01,2026-03-31,New,GBP,1.27,False
E00417,C0084,P0453,1000,24000.0,2025-05-01,2026-04-30,New,USD,1.0,False
E00418,C0076,P0216,10,480.0,2025-04-01,2026-03-31,Renewal,USD,1.0,False
E00419,C0024,P0492,100,4800.0,2025-02-01,2026-01-31,New,GBP,1.27,False
E00420,C0039,P0366,2500,60000.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00421,C0089,P0491,1000,12000.0,2025-06-01,2026-05-31,Renewal,USD,1.0,False
E00422,C0054,P0007,50,1200.0,2025-02-01,2026-01-31,New,USD,1.0,False
E00423,C0060,P0378,1000,12000.0,2025-05-01,2026-04-30,New,GBP,1.27,False
E00424,C0082,P0390,250,30000.0,2025-04-01,2026-03-31,New,USD,1.0,False
E00425,C0003,P0393,50,600.0,2025-02-01,2026-01-31,Renewal,USD,1.0,False
E00426,C0023,P0220,100,2400.0,2025-11-01,2026-10-31,Renewal,USD,1.0,False
E00427,C0092,P0438,50,1200.0,2025-01-01,2025-12-31,New,USD,1.0,False
E00428,C0020,P0099,1000,24000.0,2025-02-01,2026-01-31,New,USD,1.0,False
E00429,C0014,P0027,100,12000.0,2025-09-01,2026-08-31,New,USD,1.0,False
E00430,C0079,P0219,100,12000.0,2025-04-01,2026-03-31,New,USD,1.0,False
E00431,C0072,P0138,10,480.0,2025-06-01,2026-05-31,New,USD,1.0,False
E00432,C0020,P0459,1000,12000.0,2025-05-01,2026-04-30,New,USD,1.0,False
E00433,C0020,P0165,10,240.0,2024-12-01,2025-11-30,New,USD,1.0,False
E00434,C0091,P0130,25,3000.0,2025-04-01,2026-03-31,New,USD,1.0,False
E00435,C0091,P0007,25,600.0,2025-04-01,2026-03-31,New,USD,1.0,False
E00436,C0095,P0302,500,24000.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00437,C0014,P0045,100,1200.0,2025-04-01,2026-03-31,New,USD,1.0,False
E00438,C0091,P0496,25,600.0,2025-11-01,2026-10-31,New,USD,1.0,False
E00439,C0045,P0280,25,1200.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00440,C0090,P0079,100,1200.0,2025-07-01,2026-06-30,New,USD,1.0,False
E00441,C0054,P0389,250,12000.0,2025-06-01,2026-05-31,Renewal,EUR,1.09,False
E00442,C0027,P0035,25,3000.0,2025-07-01,2026-06-30,New,EUR,1.09,False
E00443,C0075,P0141,10,240.0,2025-08-01,2026-07-31,New,USD,1.0,False
E00444,C0096,P0356,10,240.0,2025-09-01,2026-08-31,Renewal,USD,1.0,False
E00445,C0014,P0446,2500,30000.0,2025-06-01,2026-05-31,New,USD,1.0,False
E00446,C0033,P0200,1000,120000.0,2025-08-01,2026-07-31,Renewal,USD,1.0,False
E00447,C0019,P0293,50,1200.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00448,C0038,P0369,2500,120000.0,2024-12-01,2025-11-30,New,USD,1.0,False
E00449,C0086,P0283,250,3000.0,2025-03-01,2026-02-28,New,USD,1.0,False
E00450,C0027,P0328,100,2400.0,2024-12-01,2025-11-30,Renewal,USD,1.0,False
E00451,C0038,P0405,50,600.0,2025-04-01,2026-03-31,Renewal,USD,1.0,False
E00452,C0018,P0001,100,4800.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00453,C0028,P0362,500,24000.0,2025-05-01,2026-04-30,Renewal,USD,1.0,False
E00454,C0059,P0030,250,3000.0,2025-06-01,2026-05-31,Renewal,USD,1.0,False
E00455,C0071,P0498,250,3000.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00456,C0083,P0353,25,3000.0,2025-09-01,2026-08-31,Renewal,USD,1.0,False
E00457,C0072,P0113,100,4800.0,2025-04-01,2026-03-31,New,EUR,1.09,False
E00458,C0064,P0119,1000,120000.0,2025-09-01,2026-08-31,New,USD,1.0,False
E00459,C0049,P0236,25,600.0,2025-07-01,2026-06-30,Renewal,USD,1.0,False
E00460,C0089,P0483,100,2400.0,2025-02-01,2026-01-31,Renewal,USD,1.0,False
E00461,C0024,P0091,250,30000.0,2024-12-01,2025-11-30,Renewal,USD,1.0,False
E00462,C0003,P0219,25,600.0,2025-03-01,2026-02-28,Renewal,USD,1.0,False
E00463,C0025,P0270,1000,24000.0,2025-10-01,2026-09-30,Renewal,USD,1.0,False
E00464,C0055,P0011,25,300.0,2024-12-01,2025-11-30,Renewal,USD,1.0,False
E00465,C0061,P0395,10,120.0,2025-10-01,2026-09-30,New,USD,1.0,False
E00466,C0099,P0005,10,120.0,2025-10-01,2026-09-30,Renewal,USD,1.0,False
E00467,C0092,P0246,25,3000.0,2025-05-01,2026-04-30,Renewal,USD,1.0,False
E00468,C0017,P0125,500,6000.0,2025-04-01,2026-03-31,Renewal,USD,1.0,False
E00469,C0062,P0023,25,300.0,2025-04-01,2026-03-31,Renewal,USD,1.0,False
E00470,C0047,P0468,1000,24000.0,2025-01-01,2025-12-31,New,USD,1.0,False
E00471,C0015,P0336,1000,48000.0,2025-06-01,2026-05-31,New,USD,1.0,False
E00472,C0075,P0367,1000,12000.0,2025-10-01,2026-09-30,Renewal,USD,1.0,False
E00473,C0047,P0490,100,4800.0,2025-01-01,2025-12-31,New,USD,1.0,False
E00474,C0052,P0473,500,6000.0,2025-09-01,2026-08-31,Renewal,USD,1.0,False
E00475,C0009,P0272,50,2400.0,2025-09-01,2026-08-31,Renewal,USD,1.0,False
E00476,C0032,P0342,1000,48000.0,2025-10-01,2026-09-30,Renewal,USD,1.0,False
E00477,C0055,P0139,500,60000.0,2025-04-01,2026-03-31,Renewal,EUR,1.09,False
E00478,C0074,P0442,25,600.0,2025-04-01,2026-03-31,Renewal,USD,1.0,False
E00479,C0054,P0229,500,60000.0,2025-02-01,2026-01-31,Renewal,USD,1.0,False
E00480,C0012,P0143,1000,24000.0,2025-01-01,2025-12-31,New,GBP,1.27,False
E80001,C0006,P0276,250,12000.0,2025-09-07,2026-09-06,Renewal,EUR,1.09,False
E80002,C0076,P0445,10,480.0,2025-09-10,2026-09-09,Renewal,USD,1.0,False
E80003,C0038,P0331,2500,30000.0,2025-08-18,2026-08-17,Renewal,USD,1.0,False
E80004,C0024,P0065,50,600.0,2025-07-24,2026-07-23,Renewal,GBP,1.27,False
E80005,C0010,P0166,10,1200.0,2026-01-22,2027-01-21,Renewal,EUR,1.09,False
E80006,C0025,P0050,50,2400.0,2025-11-20,2026-11-19,Renewal,USD,1.0,False
E80007,C0078,P0309,25,3000.0,2025-07-31,2026-07-30,Renewal,USD,1.0,False
E80008,C0044,P0104,100,1200.0,2025-10-27,2026-10-26,Renewal,USD,1.0,False
E90001,C0002,P0366,50,1188.7731300000287,2025-08-01,2026-07-31,Expansion,USD,1.0,False
E90002,C0076,P0445,20,1186.9674554369844,2025-08-01,2026-07-31,Expansion,USD,1.0,False
E90003,C0027,P0151,50,1261.0458692617788,2026-01-01,2026-12-31,Expansion,USD,1.0,False
E90004,C0084,P0267,20,512.7850043776008,2025-11-01,2026-10-31,Expansion,EUR,1.09,False
E90005,C0056,P0025,2000,19658.65532774993,2026-02-01,2027-01-31,Expansion,USD,1.0,False
E90006,C0040,P0397,500,29328.363208826264,2026-02-01,2027-01-31,Expansion,USD,1.0,False
E90007,C0054,P0389,500,29059.258840612303,2025-12-01,2026-11-30,Expansion,EUR,1.09,False
E90008,C0035,P0051,5000,112991.11265778227,2026-02-01,2027-01-31,Expansion,USD,1.0,False
E90009,C0062,P0023,50,614.8017782653174,2025-10-01,2026-09-30,Expansion,USD,1.0,False
E90010,C0087,P0347,2000,24464.966881314274,2026-03-01,2027-02-28,Expansion,USD,1.0,False
E90011,C0068,P0484,100,1195.5608436426867,2026-02-01,2027-01-31,Expansion,USD,1.0,False
E90012,C0004,P0054,200,2443.4550746208806,2025-12-01,2026-11-30,Expansion,USD,1.0,False
