entitlement_id,cust_id,product_id,month,consumed_units,licensed_amount_month
E00126,C0029,P0267,2026-02-01,68.3,100.0
E00126,C0029,P0267,2026-03-01,65.4,100.0
E00127,C0029,P0185,2025-08-01,194.3,1000.0
E00127,C0029,P0185,2025-09-01,415.8,1000.0
E00127,C0029,P0185,2025-10-01,574.5,1000.0
E00127,C0029,P0185,2025-11-01,678.3,1000.0
E00127,C0029,P0185,2025-12-01,604.9,1000.0
E00127,C0029,P0185,2026-01-01,786.7,1000.0
E00127,C0029,P0185,2026-02-01,860.5,1000.0
E00127,C0029,P0185,2026-03-01,757.4,1000.0
E00127,C0029,P0185,2026-04-01,956.2,1000.0
E00127,C0029,P0185,2026-05-01,668.0,1000.0
E00127,C0029,P0185,2026-06-01,929.0,1000.0
E00127,C0029,P0185,2026-07-01,871.2,1000.0
E00128,C0075,P0042,2025-11-01,167.0,1000.0
E00128,C0075,P0042,2025-12-01,476.8,1000.0
E00128,C0075,P0042,2026-01-01,600.4,1000.0
E00128,C0075,P0042,2026-02-01,712.0,1000.0
E00128,C0075,P0042,2026-03-01,627.9,1000.0
E00128,C0075,P0042,2026-04-01,927.4,1000.0
E00128,C0075,P0042,2026-05-01,814.8,1000.0
E00128,C0075,P0042,2026-06-01,723.0,1000.0
E00128,C0075,P0042,2026-07-01,835.2,1000.0
E00128,C0075,P0042,2026-08-01,346.68,1000.0
E00129,C0079,P0040,2025-06-01,1524.0,10000.0
E00129,C0079,P0040,2025-07-01,4108.0,10000.0
E00129,C0079,P0040,2025-08-01,5467.0,10000.0
E00129,C0079,P0040,2025-09-01,8301.0,10000.0
E00129,C0079,P0040,2025-10-01,6519.0,10000.0
E00129,C0079,P0040,2025-11-01,8512.0,10000.0
E00129,C0079,P0040,2025-12-01,7800.0,10000.0
E00129,C0079,P0040,2026-01-01,8549.0,10000.0
E00130,C0006,P0300,2025-06-01,2123.0,10000.0
E00130,C0006,P0300,2025-07-01,3656.0,10000.0
E00130,C0006,P0300,2025-08-01,6046.0,10000.0
E00130,C0006,P0300,2025-09-01,6383.0,10000.0
E00130,C0006,P0300,2025-10-01,8514.0,10000.0
E00130,C0006,P0300,2025-11-01,10459.0,10000.0
E00130,C0006,P0300,2025-12-01,6236.0,10000.0
E00130,C0006,P0300,2026-01-01,7104.0,10000.0
E00130,C0006,P0300,2026-02-01,7262.0,10000.0
E00130,C0006,P0300,2026-03-01,6189.0,10000.0
E00130,C0006,P0300,2026-04-01,8569.0,10000.0
E00130,C0006,P0300,2026-05-01,8895.0,10000.0
E00131,C0100,P0214,2025-07-01,890.5,5000.0
E00131,C0100,P0214,2025-08-01,2260.5,5000.0
E00131,C0100,P0214,2025-09-01,2035.5,5000.0
E00131,C0100,P0214,2025-10-01,3915.5,5000.0
E00131,C0100,P0214,2025-11-01,3493.0,5000.0
E00131,C0100,P0214,2025-12-01,3987.0,5000.0
E00131,C0100,P0214,2026-01-01,3021.0,5000.0
E00131,C0100,P0214,2026-02-01,3203.5,5000.0
E00131,C0100,P0214,2026-03-01,4415.5,5000.0
E00131,C0100,P0214,2026-04-01,3824.5,5000.0
E00131,C0100,P0214,2026-05-01,4300.5,5000.0
E00131,C0100,P0214,2026-06-01,2701.0,5000.0
E00132,C0093,P0067,2025-06-01,1550.0,2500.0
E00132,C0093,P0067,2025-07-01,3549.75,2500.0
E00132,C0093,P0067,2025-08-01,3394.0,2500.0
E00132,C0093,P0067,2025-09-01,3212.5,2500.0
E00132,C0093,P0067,2025-10-01,3472.25,2500.0
E00132,C0093,P0067,2025-11-01,3376.25,2500.0
E00132,C0093,P0067,2025-12-01,3463.5,2500.0
E00132,C0093,P0067,2026-01-01,3242.75,2500.0
E00133,C0010,P0081,2025-07-01,2225.0,10000.0
E00133,C0010,P0081,2025-08-01,4022.0,10000.0
E00133,C0010,P0081,2025-09-01,5262.0,10000.0
E00133,C0010,P0081,2025-10-01,7358.0,10000.0
E00133,C0010,P0081,2025-11-01,9318.0,10000.0
E00133,C0010,P0081,2025-12-01,7508.0,10000.0
E00133,C0010,P0081,2026-01-01,9522.0,10000.0
E00133,C0010,P0081,2026-02-01,6799.0,10000.0
E00133,C0010,P0081,2026-03-01,6097.0,10000.0
E00133,C0010,P0081,2026-04-01,7271.0,10000.0
E00133,C0010,P0081,2026-05-01,6184.0,10000.0
E00133,C0010,P0081,2026-06-01,6456.0,10000.0
E00134,C0027,P0190,2025-06-01,680.4,4000.0
E00134,C0027,P0190,2025-07-01,1158.0,4000.0
E00134,C0027,P0190,2025-08-01,1831.6,4000.0
E00134,C0027,P0190,2025-09-01,2374.0,4000.0
E00134,C0027,P0190,2025-10-01,2984.8,4000.0
E00134,C0027,P0190,2025-11-01,2852.8,4000.0
E00134,C0027,P0190,2025-12-01,3377.6,4000.0
E00135,C0019,P0192,2025-06-01,18.58,100.0
E00135,C0019,P0192,2025-07-01,34.79,100.0
E00135,C0019,P0192,2025-08-01,57.87,100.0
E00135,C0019,P0192,2025-09-01,80.58,100.0
E00135,C0019,P0192,2025-10-01,79.26,100.0
E00135,C0019,P0192,2025-11-01,64.64,100.0
E00135,C0019,P0192,2025-12-01,71.71,100.0
E00135,C0019,P0192,2026-01-01,87.12,100.0
E00136,C0095,P0302,2025-06-01,81.0,500.0
E00136,C0095,P0302,2025-07-01,200.8,500.0
E00136,C0095,P0302,2025-08-01,262.35,500.0
E00136,C0095,P0302,2025-09-01,459.2,500.0
E00136,C0095,P0302,2025-10-01,464.45,500.0
E00136,C0095,P0302,2025-11-01,511.1,500.0
E00137,C0035,P0420,2025-06-01,361.0,2500.0
E00137,C0035,P0420,2025-07-01,1008.5,2500.0
E00137,C0035,P0420,2025-08-01,1482.5,2500.0
E00137,C0035,P0420,2025-09-01,1708.5,2500.0
E00137,C0035,P0420,2025-10-01,1965.25,2500.0
E00137,C0035,P0420,2025-11-01,2017.5,2500.0
E00137,C0035,P0420,2025-12-01,2219.0,2500.0
E00137,C0035,P0420,2026-01-01,1643.5,2500.0
E00137,C0035,P0420,2026-02-01,2232.5,2500.0
E00137,C0035,P0420,2026-03-01,1589.75,2500.0
E00138,C0003,P0023,2025-08-01,891.0,5000.0
E00138,C0003,P0023,2025-09-01,2258.0,5000.0
E00138,C0003,P0023,2025-10-01,2121.5,5000.0
E00138,C0003,P0023,2025-11-01,3426.0,5000.0
E00138,C0003,P0023,2025-12-01,3552.5,5000.0
E00138,C0003,P0023,2026-01-01,2705.5,5000.0
E00138,C0003,P0023,2026-02-01,4321.0,5000.0
E00138,C0003,P0023,2026-03-01,3333.5,5000.0
E00138,C0003,P0023,2026-04-01,3494.5,5000.0
E00138,C0003,P0023,2026-05-01,3246.5,5000.0
E00138,C0003,P0023,2026-06-01,4350.5,5000.0
E00138,C0003,P0023,2026-07-01,3935.5,5000.0
E00139,C0017,P0401,2025-06-01,6457.5,25000.0
E00139,C0017,P0401,2025-07-01,12692.5,25000.0
E00139,C0017,P0401,2025-08-01,12920.0,25000.0
E00139,C0017,P0401,2025-09-01,15385.0,25000.0
E00139,C0017,P0401,2025-10-01,21697.5,25000.0
E00139,C0017,P0401,2025-11-01,19462.5,25000.0
E00139,C0017,P0401,2025-12-01,20802.5,25000.0
E00139,C0017,P0401,2026-01-01,18692.5,25000.0
E00139,C0017,P0401,2026-02-01,17117.5,25000.0
E00139,C0017,P0401,2026-03-01,17840.0,25000.0
E00140,C0095,P0259,2025-11-01,114.35,500.0
E00140,C0095,P0259,2025-12-01,176.35,500.0
E00140,C0095,P0259,2026-01-01,382.65,500.0
E00140,C0095,P0259,2026-02-01,459.3,500.0
E00140,C0095,P0259,2026-03-01,412.5,500.0
E00140,C0095,P0259,2026-04-01,464.5,500.0
E00140,C0095,P0259,2026-05-01,315.35,500.0
E00140,C0095,P0259,2026-06-01,381.75,500.0
E00140,C0095,P0259,2026-07-01,367.8,500.0
E00140,C0095,P0259,2026-08-01,133.06,500.0
E00141,C0029,P0373,2025-10-01,1493.0,10000.0
E00141,C0029,P0373,2025-11-01,3103.0,10000.0
E00141,C0029,P0373,2025-12-01,4117.0,10000.0
E00141,C0029,P0373,2026-01-01,9149.0,10000.0
E00141,C0029,P0373,2026-02-01,6883.0,10000.0
E00141,C0029,P0373,2026-03-01,9121.0,10000.0
E00141,C0029,P0373,2026-04-01,5817.0,10000.0
E00141,C0029,P0373,2026-05-01,7772.0,10000.0
E00141,C0029,P0373,2026-06-01,8697.0,10000.0
E00141,C0029,P0373,2026-07-01,8037.0,10000.0
E00141,C0029,P0373,2026-08-01,3074.4,10000.0
E00142,C0019,P0461,2025-09-01,1959.0,10000.0
E00142,C0019,P0461,2025-10-01,3789.0,10000.0
E00142,C0019,P0461,2025-11-01,5856.0,10000.0
E00142,C0019,P0461,2025-12-01,7226.0,10000.0
E00142,C0019,P0461,2026-01-01,7821.0,10000.0
E00142,C0019,P0461,2026-02-01,6378.0,10000.0
E00142,C0019,P0461,2026-03-01,7768.0,10000.0
E00142,C0019,P0461,2026-04-01,6988.0,10000.0
E00142,C0019,P0461,2026-05-01,8824.0,10000.0
E00142,C0019,P0461,2026-06-01,6759.0,10000.0
E00142,C0019,P0461,2026-07-01,7392.0,10000.0
E00142,C0019,P0461,2026-08-01,3400.8,10000.0
E00144,C0097,P0408,2025-11-01,6.85,40.0
E00144,C0097,P0408,2025-12-01,16.7,40.0
E00144,C0097,P0408,2026-01-01,23.32,40.0
E00144,C0097,P0408,2026-02-01,37.33,40.0
E00144,C0097,P0408,2026-03-01,30.02,40.0
E00144,C0097,P0408,2026-04-01,36.44,40.0
E00144,C0097,P0408,2026-05-01,30.38,40.0
E00144,C0097,P0408,2026-06-01,33.07,40.0
E00144,C0097,P0408,2026-07-01,26.98,40.0
E00144,C0097,P0408,2026-08-01,9.57,40.0
E00145,C0086,P0317,2025-06-01,97.3,25.0
E00145,C0086,P0317,2025-07-01,95.34,25.0
E00145,C0086,P0317,2025-08-01,99.69,25.0
E00145,C0086,P0317,2025-09-01,0.41,25.0
E00145,C0086,P0317,2025-12-01,0.21,25.0
E00146,C0069,P0258,2025-08-01,22.59,100.0
E00146,C0069,P0258,2025-09-01,43.96,100.0
E00146,C0069,P0258,2025-10-01,64.14,100.0
E00146,C0069,P0258,2025-11-01,78.34,100.0
E00146,C0069,P0258,2025-12-01,65.92,100.0
E00146,C0069,P0258,2026-01-01,80.94,100.0
E00146,C0069,P0258,2026-02-01,82.85,100.0
E00146,C0069,P0258,2026-03-01,87.85,100.0
E00146,C0069,P0258,2026-04-01,66.07,100.0
E00146,C0069,P0258,2026-05-01,90.77,100.0
E00146,C0069,P0258,2026-06-01,73.81,100.0
E00146,C0069,P0258,2026-07-01,78.33,100.0
E00147,C0077,P0141,2025-08-01,68.37,100.0
E00147,C0077,P0141,2025-09-01,127.55,100.0
E00147,C0077,P0141,2025-10-01,121.16,100.0
E00147,C0077,P0141,2025-11-01,128.97,100.0
E00147,C0077,P0141,2025-12-01,144.39,100.0
E00147,C0077,P0141,2026-01-01,140.13,100.0
E00147,C0077,P0141,2026-02-01,123.22,100.0
E00147,C0077,P0141,2026-03-01,142.82,100.0
E00147,C0077,P0141,2026-04-01,136.35,100.0
E00147,C0077,P0141,2026-05-01,120.91,100.0
E00147,C0077,P0141,2026-06-01,144.39,100.0
E00147,C0077,P0141,2026-07-01,126.66,100.0
E00148,C0080,P0274,2025-11-01,2161.0,10000.0
E00148,C0080,P0274,2025-12-01,3998.0,10000.0
E00148,C0080,P0274,2026-01-01,6607.0,10000.0
E00148,C0080,P0274,2026-02-01,7388.0,10000.0
E00148,C0080,P0274,2026-03-01,7503.0,10000.0
E00148,C0080,P0274,2026-04-01,8111.0,10000.0
E00148,C0080,P0274,2026-05-01,6781.0,10000.0
E00148,C0080,P0274,2026-06-01,7730.0,10000.0
E00148,C0080,P0274,2026-07-01,5620.0,10000.0
E00148,C0080,P0274,2026-08-01,2500.0,10000.0
E00149,C0071,P0012,2025-06-01,35673.54,10000.0
E00149,C0071,P0012,2025-07-01,37469.37,10000.0
E00149,C0071,P0012,2025-08-01,35549.23,10000.0
E00150,C0080,P0163,2025-06-01,22.49,100.0
E00150,C0080,P0163,2025-07-01,49.65,100.0
E00150,C0080,P0163,2025-08-01,63.59,100.0
E00150,C0080,P0163,2025-09-01,74.27,100.0
E00150,C0080,P0163,2025-10-01,90.91,100.0
E00150,C0080,P0163,2025-11-01,74.66,100.0
E00150,C0080,P0163,2025-12-01,73.83,100.0
E00150,C0080,P0163,2026-01-01,99.4,100.0
E00150,C0080,P0163,2026-02-01,91.94,100.0
E00150,C0080,P0163,2026-03-01,87.78,100.0
E00150,C0080,P0163,2026-04-01,100.72,100.0
E00150,C0080,P0163,2026-05-01,82.76,100.0
E00151,C0050,P0147,2025-06-01,8.48,50.0
E00151,C0050,P0147,2025-07-01,23.75,50.0
E00151,C0050,P0147,2025-08-01,22.33,50.0
E00151,C0050,P0147,2025-09-01,48.02,50.0
E00151,C0050,P0147,2025-10-01,40.95,50.0
E00151,C0050,P0147,2025-11-01,35.12,50.0
E00151,C0050,P0147,2025-12-01,44.3,50.0
E00152,C0030,P0209,2025-06-01,23.39,100.0
E00152,C0030,P0209,2025-07-01,38.12,100.0
E00152,C0030,P0209,2025-08-01,44.97,100.0
E00152,C0030,P0209,2025-09-01,71.46,100.0
E00152,C0030,P0209,2025-10-01,75.71,100.0
E00152,C0030,P0209,2025-11-01,80.81,100.0
E00152,C0030,P0209,2025-12-01,92.99,100.0
E00153,C0032,P0030,2025-06-01,38.04,200.0
E00153,C0032,P0030,2025-07-01,70.5,200.0
E00153,C0032,P0030,2025-08-01,96.56,200.0
E00153,C0032,P0030,2025-09-01,109.28,200.0
E00153,C0032,P0030,2025-10-01,134.26,200.0
E00153,C0032,P0030,2025-11-01,185.08,200.0
E00153,C0032,P0030,2025-12-01,160.1,200.0
E00153,C0032,P0030,2026-01-01,173.56,200.0
E00153,C0032,P0030,2026-02-01,150.36,200.0
E00153,C0032,P0030,2026-03-01,149.8,200.0
E00153,C0032,P0030,2026-04-01,156.72,200.0
E00154,C0011,P0166,2025-06-01,45.0,200.0
E00154,C0011,P0166,2025-07-01,63.38,200.0
E00154,C0011,P0166,2025-08-01,138.04,200.0
E00154,C0011,P0166,2025-09-01,111.3,200.0
E00154,C0011,P0166,2025-10-01,145.86,200.0
E00154,C0011,P0166,2025-11-01,181.82,200.0
E00154,C0011,P0166,2025-12-01,171.8,200.0
E00154,C0011,P0166,2026-01-01,196.18,200.0
E00154,C0011,P0166,2026-02-01,161.16,200.0
E00154,C0011,P0166,2026-03-01,150.9,200.0
E00154,C0011,P0166,2026-04-01,193.06,200.0
E00156,C0055,P0138,2025-08-01,774.2,1000.0
E00156,C0055,P0138,2025-09-01,1392.8,1000.0
E00156,C0055,P0138,2025-10-01,1393.6,1000.0
E00156,C0055,P0138,2025-11-01,1351.9,1000.0
E00156,C0055,P0138,2025-12-01,1467.5,1000.0
E00156,C0055,P0138,2026-01-01,1225.9,1000.0
E00156,C0055,P0138,2026-02-01,1289.9,1000.0
E00156,C0055,P0138,2026-03-01,1282.6,1000.0
E00156,C0055,P0138,2026-04-01,1260.0,1000.0
E00156,C0055,P0138,2026-05-01,1443.5,1000.0
E00156,C0055,P0138,2026-06-01,1491.5,1000.0
E00156,C0055,P0138,2026-07-01,1247.8,1000.0
E00157,C0015,P0015,2025-08-01,1672.0,10000.0
E00157,C0015,P0015,2025-09-01,4163.0,10000.0
E00157,C0015,P0015,2025-10-01,4867.0,10000.0
E00157,C0015,P0015,2025-11-01,9631.0,10000.0
E00157,C0015,P0015,2025-12-01,9806.0,10000.0
E00157,C0015,P0015,2026-01-01,6253.0,10000.0
E00157,C0015,P0015,2026-02-01,9303.0,10000.0
E00157,C0015,P0015,2026-03-01,7243.0,10000.0
E00157,C0015,P0015,2026-04-01,10340.0,10000.0
E00157,C0015,P0015,2026-05-01,6888.0,10000.0
E00157,C0015,P0015,2026-06-01,8652.0,10000.0
E00157,C0015,P0015,2026-07-01,7231.0,10000.0
E00158,C0006,P0301,2025-06-01,49.7,250.0
E00158,C0006,P0301,2025-07-01,128.4,250.0
E00158,C0006,P0301,2025-08-01,135.8,250.0
E00158,C0006,P0301,2025-09-01,189.32,250.0
E00158,C0006,P0301,2025-10-01,161.7,250.0
E00158,C0006,P0301,2025-11-01,230.07,250.0
E00159,C0095,P0209,2025-08-01,129.15,500.0
E00159,C0095,P0209,2025-09-01,152.05,500.0
E00159,C0095,P0209,2025-10-01,232.9,500.0
E00159,C0095,P0209,2025-11-01,430.35,500.0
E00159,C0095,P0209,2025-12-01,353.5,500.0
E00159,C0095,P0209,2026-01-01,335.8,500.0
E00159,C0095,P0209,2026-02-01,310.75,500.0
E00159,C0095,P0209,2026-03-01,374.6,500.0
E00159,C0095,P0209,2026-04-01,326.0,500.0
E00159,C0095,P0209,2026-05-01,380.4,500.0
E00159,C0095,P0209,2026-06-01,295.3,500.0
E00159,C0095,P0209,2026-07-01,488.6,500.0
E00160,C0080,P0073,2025-10-01,78.72,400.0
E00160,C0080,P0073,2025-11-01,167.76,400.0
E00160,C0080,P0073,2025-12-01,297.64,400.0
E00160,C0080,P0073,2026-01-01,267.56,400.0
E00160,C0080,P0073,2026-02-01,288.84,400.0
E00160,C0080,P0073,2026-03-01,284.56,400.0
E00160,C0080,P0073,2026-04-01,291.92,400.0
E00160,C0080,P0073,2026-05-01,279.68,400.0
E00160,C0080,P0073,2026-06-01,303.12,400.0
E00160,C0080,P0073,2026-07-01,322.16,400.0
E00160,C0080,P0073,2026-08-01,110.11,400.0
E00163,C0067,P0430,2025-07-01,353.5,2500.0
E00163,C0067,P0430,2025-08-01,1144.0,2500.0
E00163,C0067,P0430,2025-09-01,1310.5,2500.0
E00163,C0067,P0430,2025-10-01,2277.75,2500.0
E00163,C0067,P0430,2025-11-01,1754.75,2500.0
E00163,C0067,P0430,2025-12-01,1900.5,2500.0
E00163,C0067,P0430,2026-01-01,2015.75,2500.0
E00163,C0067,P0430,2026-02-01,1466.75,2500.0
E00163,C0067,P0430,2026-03-01,1665.5,2500.0
E00163,C0067,P0430,2026-04-01,2152.25,2500.0
E00163,C0067,P0430,2026-05-01,2368.5,2500.0
E00163,C0067,P0430,2026-06-01,1770.75,2500.0
E00164,C0051,P0262,2025-10-01,64.72,400.0
E00164,C0051,P0262,2025-11-01,133.2,400.0
E00164,C0051,P0262,2025-12-01,206.16,400.0
E00164,C0051,P0262,2026-01-01,287.0,400.0
E00164,C0051,P0262,2026-02-01,315.08,400.0
E00164,C0051,P0262,2026-03-01,318.64,400.0
E00164,C0051,P0262,2026-04-01,252.68,400.0
E00164,C0051,P0262,2026-05-01,408.0,400.0
E00164,C0051,P0262,2026-06-01,274.96,400.0
E00164,C0051,P0262,2026-07-01,375.48,400.0
E00164,C0051,P0262,2026-08-01,107.12,400.0
E00165,C0075,P0203,2025-11-01,5.38,25.0
E00165,C0075,P0203,2025-12-01,8.52,25.0
E00165,C0075,P0203,2026-01-01,11.29,25.0
E00165,C0075,P0203,2026-02-01,18.42,25.0
E00165,C0075,P0203,2026-03-01,17.71,25.0
E00165,C0075,P0203,2026-04-01,20.18,25.0
E00165,C0075,P0203,2026-05-01,19.27,25.0
E00165,C0075,P0203,2026-06-01,19.1,25.0
E00165,C0075,P0203,2026-07-01,18.08,25.0
E00165,C0075,P0203,2026-08-01,8.52,25.0
E00166,C0064,P0108,2025-11-01,227.5,1000.0
E00166,C0064,P0108,2025-12-01,351.5,1000.0
E00166,C0064,P0108,2026-01-01,421.7,1000.0
E00166,C0064,P0108,2026-02-01,966.0,1000.0
E00166,C0064,P0108,2026-03-01,917.0,1000.0
E00166,C0064,P0108,2026-04-01,1009.9,1000.0
E00166,C0064,P0108,2026-05-01,838.1,1000.0
E00166,C0064,P0108,2026-06-01,783.7,1000.0
E00166,C0064,P0108,2026-07-01,969.8,1000.0
E00166,C0064,P0108,2026-08-01,215.24,1000.0
E00167,C0061,P0363,2025-06-01,1671.25,2500.0
E00167,C0061,P0363,2025-07-01,3538.0,2500.0
E00167,C0061,P0363,2025-08-01,3438.0,2500.0
E00167,C0061,P0363,2025-09-01,3284.25,2500.0
E00167,C0061,P0363,2025-10-01,3471.75,2500.0
E00167,C0061,P0363,2025-11-01,3880.75,2500.0
E00167,C0061,P0363,2025-12-01,3074.0,2500.0
E00167,C0061,P0363,2026-01-01,3977.25,2500.0
E00167,C0061,P0363,2026-02-01,3732.5,2500.0
E00167,C0061,P0363,2026-03-01,3824.25,2500.0
E00167,C0061,P0363,2026-04-01,3874.0,2500.0
E00168,C0068,P0236,2025-10-01,412.2,2000.0
E00168,C0068,P0236,2025-11-01,781.8,2000.0
E00168,C0068,P0236,2025-12-01,1087.2,2000.0
E00168,C0068,P0236,2026-01-01,1690.8,2000.0
E00168,C0068,P0236,2026-02-01,1872.8,2000.0
E00168,C0068,P0236,2026-03-01,1403.4,2000.0
E00168,C0068,P0236,2026-04-01,1917.6,2000.0
E00168,C0068,P0236,2026-05-01,1952.8,2000.0
E00168,C0068,P0236,2026-06-01,1571.8,2000.0
E00168,C0068,P0236,2026-07-01,1575.6,2000.0
E00168,C0068,P0236,2026-08-01,523.36,2000.0
E00169,C0072,P0002,2025-11-01,82.65,500.0
E00169,C0072,P0002,2025-12-01,218.0,500.0
E00169,C0072,P0002,2026-01-01,343.7,500.0
E00169,C0072,P0002,2026-02-01,338.4,500.0
E00169,C0072,P0002,2026-03-01,409.2,500.0
E00169,C0072,P0002,2026-04-01,483.4,500.0
E00169,C0072,P0002,2026-05-01,356.15,500.0
E00169,C0072,P0002,2026-06-01,372.55,500.0
E00169,C0072,P0002,2026-07-01,539.65,500.0
E00169,C0072,P0002,2026-08-01,171.72,500.0
E00170,C0087,P0459,2025-06-01,92.15,500.0
E00170,C0087,P0459,2025-07-01,155.95,500.0
E00170,C0087,P0459,2025-08-01,206.15,500.0
E00170,C0087,P0459,2025-09-01,351.45,500.0
E00170,C0087,P0459,2025-10-01,329.0,500.0
E00170,C0087,P0459,2025-11-01,458.95,500.0
E00171,C0048,P0333,2025-08-01,4.99,25.0
E00171,C0048,P0333,2025-09-01,7.27,25.0
E00171,C0048,P0333,2025-10-01,17.24,25.0
E00171,C0048,P0333,2025-11-01,21.3,25.0
E00171,C0048,P0333,2025-12-01,21.23,25.0
E00171,C0048,P0333,2026-01-01,16.18,25.0
E00171,C0048,P0333,2026-02-01,19.76,25.0
E00171,C0048,P0333,2026-03-01,23.4,25.0
E00171,C0048,P0333,2026-04-01,26.02,25.0
E00171,C0048,P0333,2026-05-01,17.37,25.0
E00171,C0048,P0333,2026-06-01,19.78,25.0
E00171,C0048,P0333,2026-07-01,14.27,25.0
E00172,C0041,P0181,2025-10-01,4515.0,25000.0
E00172,C0041,P0181,2025-11-01,10865.0,25000.0
E00172,C0041,P0181,2025-12-01,15422.5,25000.0
E00172,C0041,P0181,2026-01-01,18370.0,25000.0
E00172,C0041,P0181,2026-02-01,25822.5,25000.0
E00172,C0041,P0181,2026-03-01,21745.0,25000.0
E00172,C0041,P0181,2026-04-01,14895.0,25000.0
E00172,C0041,P0181,2026-05-01,15580.0,25000.0
E00172,C0041,P0181,2026-06-01,22290.0,25000.0
E00172,C0041,P0181,2026-07-01,13630.0,25000.0
E00172,C0041,P0181,2026-08-01,6287.0,25000.0
E00173,C0041,P0394,2025-06-01,255.2,1000.0
E00173,C0041,P0394,2025-07-01,378.0,1000.0
E00173,C0041,P0394,2025-08-01,565.5,1000.0
E00173,C0041,P0394,2025-09-01,767.4,1000.0
E00173,C0041,P0394,2025-10-01,746.9,1000.0
E00173,C0041,P0394,2025-11-01,1028.1,1000.0
E00173,C0041,P0394,2025-12-01,729.5,1000.0
E00173,C0041,P0394,2026-01-01,676.0,1000.0
E00173,C0041,P0394,2026-02-01,820.4,1000.0
E00173,C0041,P0394,2026-03-01,605.8,1000.0
E00173,C0041,P0394,2026-04-01,724.0,1000.0
E00175,C0070,P0418,2025-10-01,1436.0,2000.0
E00175,C0070,P0418,2025-11-01,2499.8,2000.0
E00175,C0070,P0418,2025-12-01,3175.4,2000.0
E00175,C0070,P0418,2026-01-01,2805.4,2000.0
E00175,C0070,P0418,2026-02-01,2862.6,2000.0
E00175,C0070,P0418,2026-03-01,2813.2,2000.0
E00175,C0070,P0418,2026-04-01,2530.4,2000.0
E00175,C0070,P0418,2026-05-01,2567.8,2000.0
E00175,C0070,P0418,2026-06-01,3152.6,2000.0
E00175,C0070,P0418,2026-07-01,2992.6,2000.0
E00175,C0070,P0418,2026-08-01,1074.72,2000.0
E00177,C0048,P0421,2025-07-01,231.1,1000.0
E00177,C0048,P0421,2025-08-01,295.5,1000.0
E00177,C0048,P0421,2025-09-01,579.2,1000.0
E00177,C0048,P0421,2025-10-01,881.9,1000.0
E00177,C0048,P0421,2025-11-01,583.9,1000.0
E00177,C0048,P0421,2025-12-01,850.4,1000.0
E00177,C0048,P0421,2026-01-01,608.4,1000.0
E00177,C0048,P0421,2026-02-01,616.1,1000.0
E00177,C0048,P0421,2026-03-01,973.5,1000.0
E00177,C0048,P0421,2026-04-01,721.3,1000.0
E00177,C0048,P0421,2026-05-01,904.7,1000.0
E00177,C0048,P0421,2026-06-01,774.9,1000.0
E00178,C0013,P0100,2025-06-01,1252.5,5000.0
E00178,C0013,P0100,2025-07-01,1973.5,5000.0
E00178,C0013,P0100,2025-08-01,3037.0,5000.0
E00178,C0013,P0100,2025-09-01,3033.0,5000.0
E00178,C0013,P0100,2025-10-01,3216.0,5000.0
E00178,C0013,P0100,2025-11-01,3157.0,5000.0
E00178,C0013,P0100,2025-12-01,3609.5,5000.0
E00178,C0013,P0100,2026-01-01,3637.0,5000.0
E00178,C0013,P0100,2026-02-01,4333.0,5000.0
E00178,C0013,P0100,2026-03-01,3324.0,5000.0
E00179,C0010,P0478,2025-06-01,8.92,50.0
E00179,C0010,P0478,2025-07-01,20.0,50.0
E00179,C0010,P0478,2025-08-01,37.62,50.0
E00179,C0010,P0478,2025-09-01,27.82,50.0
E00179,C0010,P0478,2025-10-01,35.66,50.0
E00179,C0010,P0478,2025-11-01,46.36,50.0
E00179,C0010,P0478,2025-12-01,26.16,50.0
E00179,C0010,P0478,2026-01-01,30.23,50.0
E00180,C0058,P0348,2025-11-01,47.85,250.0
E00180,C0058,P0348,2025-12-01,93.92,250.0
E00180,C0058,P0348,2026-01-01,173.4,250.0
E00180,C0058,P0348,2026-02-01,145.08,250.0
E00180,C0058,P0348,2026-03-01,165.5,250.0
E00180,C0058,P0348,2026-04-01,162.45,250.0
E00180,C0058,P0348,2026-05-01,232.25,250.0
E00180,C0058,P0348,2026-06-01,208.58,250.0
E00180,C0058,P0348,2026-07-01,208.72,250.0
E00180,C0058,P0348,2026-08-01,75.1,250.0
E00181,C0067,P0453,2025-11-01,536.5,2500.0
E00181,C0067,P0453,2025-12-01,816.5,2500.0
E00181,C0067,P0453,2026-01-01,1682.25,2500.0
E00181,C0067,P0453,2026-02-01,1832.5,2500.0
E00181,C0067,P0453,2026-03-01,2123.0,2500.0
E00181,C0067,P0453,2026-04-01,1775.25,2500.0
E00181,C0067,P0453,2026-05-01,2129.0,2500.0
E00181,C0067,P0453,2026-06-01,1702.25,2500.0
E00181,C0067,P0453,2026-07-01,2290.5,2500.0
E00181,C0067,P0453,2026-08-01,722.9,2500.0
E00182,C0010,P0166,2025-06-01,15.9,100.0
E00182,C0010,P0166,2025-07-01,40.22,100.0
E00182,C0010,P0166,2025-08-01,62.93,100.0
E00182,C0010,P0166,2025-09-01,81.09,100.0
E00182,C0010,P0166,2025-10-01,87.95,100.0
E00182,C0010,P0166,2025-11-01,86.76,100.0
E00183,C0042,P0266,2025-06-01,1687.5,2500.0
